District,Date,Population_0-5,Population_13-18,Population_19-64,Population_6-12,Population_65+,Population_Total,Population_Female_0-5,Population_Female_13-18,Population_Female_19-64,Population_Female_6-12,Population_Female_65+,Population_Female_Total,Population_Male_0-5,Population_Male_13-18,Population_Male_19-64,Population_Male_6-12,Population_Male_65+,Population_Male_Total
Yangcheon,2011-10-01,23106,49529,348081,39423,40695,500834,11254,22952,175113,18729,23658,251706,11852,26577,172968,20694,17037,249128
Yangcheon,2011-11-01,23095,49464,348055,39231,40829,500674,11214,22902,175118,18667,23702,251603,11881,26562,172937,20564,17127,249071
Yangcheon,2011-12-01,23087,49323,347798,38998,41004,500210,11232,22824,174906,18543,23778,251283,11855,26499,172892,20455,17226,248927
Yangcheon,2012-01-01,23049,49071,347891,38793,41258,500062,11199,22686,174966,18451,23903,251205,11850,26385,172925,20342,17355,248857
Yangcheon,2012-02-01,23065,48690,347751,38692,41569,499767,11219,22501,174825,18395,24059,250999,11846,26189,172926,20297,17510,248768
Yangcheon,2012-03-01,23085,48497,347416,38321,41781,499100,11233,22398,174689,18236,24152,250708,11852,26099,172727,20085,17629,248392
Yangcheon,2012-04-01,23041,48406,347342,38008,41961,498758,11189,22351,174600,18097,24226,250463,11852,26055,172742,19911,17735,248295
Yangcheon,2012-05-01,23033,48278,347294,37786,42115,498506,11161,22328,174553,18003,24301,250346,11872,25950,172741,19783,17814,248160
Yangcheon,2012-06-01,23017,48113,347061,37557,42291,498039,11160,22289,174459,17890,24407,250205,11857,25824,172602,19667,17884,247834
Yangcheon,2012-07-01,23011,48025,346756,37321,42510,497623,11149,22266,174308,17801,24519,250043,11862,25759,172448,19520,17991,247580
Yangcheon,2012-08-01,23025,47864,346560,37117,42690,497256,11175,22187,174186,17744,24620,249912,11850,25677,172374,19373,18070,247344
Yangcheon,2012-09-01,22986,47815,346305,36912,42956,496974,11153,22166,174092,17670,24735,249816,11833,25649,172213,19242,18221,247158
Yangcheon,2012-10-01,22935,47785,345940,36712,43061,496433,11082,22150,173924,17581,24768,249505,11853,25635,172016,19131,18293,246928
Yangcheon,2012-11-01,22917,47720,345840,36528,43212,496217,11074,22140,173915,17483,24847,249459,11843,25580,171925,19045,18365,246758
Yangcheon,2012-12-01,22984,47584,345560,36391,43392,495911,11098,22078,173711,17451,24936,249274,11886,25506,171849,18940,18456,246637
Yangcheon,2013-01-01,22960,47447,345816,36192,43667,496082,11086,22039,173776,17387,25046,249334,11874,25408,172040,18805,18621,246748
Yangcheon,2013-02-01,23068,47145,345744,36074,43954,495985,11144,21839,173781,17343,25173,249280,11924,25306,171963,18731,18781,246705
Yangcheon,2013-03-01,22895,47020,345701,35746,44264,495626,11032,21752,173837,17198,25320,249139,11863,25268,171864,18548,18944,246487
Yangcheon,2013-04-01,22843,46857,345494,35495,44426,495115,11011,21690,173738,17112,25428,248979,11832,25167,171756,18383,18998,246136
Yangcheon,2013-05-01,22806,46695,345312,35309,44632,494754,10981,21659,173652,17025,25510,248827,11825,25036,171660,18284,19122,245927
Yangcheon,2013-06-01,22732,46570,345128,35165,44780,494375,10949,21593,173627,16967,25560,248696,11783,24977,171501,18198,19220,245679
Yangcheon,2013-07-01,22671,46400,344575,35104,44919,493669,10926,21525,173366,16934,25626,248377,11745,24875,171209,18170,19293,245292
Yangcheon,2013-08-01,22579,46299,344482,35021,45112,493493,10896,21453,173345,16894,25718,248306,11683,24846,171137,18127,19394,245187
Yangcheon,2013-09-01,22456,46200,344476,34898,45328,493358,10832,21381,173415,16831,25802,248261,11624,24819,171061,18067,19526,245097
Yangcheon,2013-10-01,22372,46152,344444,34724,45521,493213,10809,21381,173442,16723,25902,248257,11563,24771,171002,18001,19619,244956
Yangcheon,2013-11-01,22278,46131,344336,34552,45697,492994,10741,21393,173325,16634,25992,248085,11537,24738,171011,17918,19705,244909
Yangcheon,2013-12-01,22244,45922,344051,34415,45896,492528,10734,21322,173096,16545,26089,247786,11510,24600,170955,17870,19807,244742
Yangcheon,2014-01-01,22028,45753,343888,34294,46220,492183,10636,21269,173020,16470,26246,247641,11392,24484,170868,17824,19974,244542
Yangcheon,2014-02-01,22014,45370,343753,34279,46400,491816,10612,21090,173014,16472,26333,247521,11402,24280,170739,17807,20067,244295
Yangcheon,2014-03-01,22007,45134,343672,34037,46576,491426,10615,21007,172965,16333,26412,247332,11392,24127,170707,17704,20164,244094
Yangcheon,2014-04-01,21981,44977,343648,33897,46740,491243,10617,20988,172918,16257,26505,247285,11364,23989,170730,17640,20235,243958
Yangcheon,2014-05-01,21983,44824,343552,33730,46922,491011,10615,20910,172902,16190,26590,247207,11368,23914,170650,17540,20332,243804
Yangcheon,2014-06-01,21902,44597,342978,33583,47006,490066,10585,20794,172631,16116,26629,246755,11317,23803,170347,17467,20377,243311
Yangcheon,2014-07-01,21802,44416,341952,33367,47202,488739,10545,20740,172140,16018,26710,246153,11257,23676,169812,17349,20492,242586
Yangcheon,2014-08-01,21640,44238,341366,33200,47348,487792,10461,20653,171870,15979,26739,245702,11179,23585,169496,17221,20609,242090
Yangcheon,2014-09-01,21612,44097,341082,33014,47548,487353,10454,20606,171787,15866,26881,245594,11158,23491,169295,17148,20667,241759
Yangcheon,2014-10-01,21522,43858,340751,33019,47717,486867,10445,20513,171600,15847,26950,245355,11077,23345,169151,17172,20767,241512
Yangcheon,2014-11-01,21472,43682,340648,32980,47882,486664,10441,20426,171568,15840,27037,245312,11031,23256,169080,17140,20845,241352
Yangcheon,2014-12-01,21466,43420,340306,32961,48068,486221,10446,20329,171467,15835,27124,245201,11020,23091,168839,17126,20944,241020
Yangcheon,2015-01-01,21414,43246,340553,32975,48371,486559,10429,20248,171659,15816,27253,245405,10985,22998,168894,17159,21118,241154
Yangcheon,2015-02-01,21448,43022,340470,32979,48608,486527,10412,20167,171590,15800,27381,245350,11036,22855,168880,17179,21227,241177
Yangcheon,2015-03-01,21543,42715,340401,32760,48895,486314,10450,20027,171550,15688,27519,245234,11093,22688,168851,17072,21376,241080
Yangcheon,2015-04-01,21569,42481,340411,32627,49125,486213,10441,19939,171565,15625,27625,245195,11128,22542,168846,17002,21500,241018
Yangcheon,2015-05-01,21597,42314,340391,32484,49364,486150,10449,19885,171566,15542,27709,245151,11148,22429,168825,16942,21655,240999
Yangcheon,2015-06-01,21675,42095,340130,32444,49456,485800,10514,19795,171409,15518,27747,244983,11161,22300,168721,16926,21709,240817
Yangcheon,2015-07-01,21657,41931,340007,32399,49676,485670,10507,19720,171317,15521,27839,244904,11150,22211,168690,16878,21837,240766
Yangcheon,2015-08-01,21614,41825,339961,32422,49810,485632,10508,19696,171286,15548,27911,244949,11106,22129,168675,16874,21899,240683
Yangcheon,2015-09-01,21542,41621,339824,32388,49937,485312,10462,19619,171273,15543,27957,244854,11080,22002,168551,16845,21980,240458
Yangcheon,2015-10-01,21539,41421,339710,32382,50043,485095,10454,19516,171289,15532,27987,244778,11085,21905,168421,16850,22056,240317
Yangcheon,2015-11-01,21590,41251,339759,32383,50158,485141,10453,19451,171276,15549,28043,244772,11137,21800,168483,16834,22115,240369
Yangcheon,2015-12-01,21644,41012,339154,32440,50282,484532,10465,19329,171019,15603,28121,244537,11179,21683,168135,16837,22161,239995
Yangcheon,2016-01-01,21603,40820,338909,32375,50538,484245,10466,19247,170872,15554,28237,244376,11137,21573,168037,16821,22301,239869
Yangcheon,2016-02-01,21615,40535,338504,32404,50673,483731,10462,19128,170702,15565,28297,244154,11153,21407,167802,16839,22376,239577
Yangcheon,2016-03-01,21548,40265,338096,32262,50774,482945,10448,19010,170492,15483,28353,243786,11100,21255,167604,16779,22421,239159
Yangcheon,2016-04-01,21513,40042,337758,32095,50931,482339,10439,18907,170309,15410,28428,243493,11074,21135,167449,16685,22503,238846
Yangcheon,2016-05-01,21532,39841,337524,31974,51030,481901,10460,18834,170202,15328,28486,243310,11072,21007,167322,16646,22544,238591
Yangcheon,2016-06-01,21470,39717,337560,31969,51154,481870,10449,18788,170249,15339,28566,243391,11021,20929,167311,16630,22588,238479
Yangcheon,2016-07-01,21405,39477,337499,31970,51358,481709,10422,18678,170193,15367,28684,243344,10983,20799,167306,16603,22674,238365
Yangcheon,2016-08-01,21448,39282,337335,32032,51501,481598,10450,18579,170189,15410,28736,243364,10998,20703,167146,16622,22765,238234
Yangcheon,2016-09-01,21387,39095,337084,31977,51668,481211,10424,18484,170092,15372,28811,243183,10963,20611,166992,16605,22857,238028
Yangcheon,2016-10-01,21264,38901,336484,31931,51759,480339,10368,18390,169798,15332,28852,242740,10896,20511,166686,16599,22907,237599
Yangcheon,2016-11-01,21116,38743,335481,31853,51804,478997,10278,18315,169294,15322,28877,242086,10838,20428,166187,16531,22927,236911
Yangcheon,2016-12-01,21013,38467,334457,31845,51957,477739,10219,18179,168798,15307,28946,241449,10794,20288,165659,16538,23011,236290
Yangcheon,2017-01-01,20898,38273,334129,31852,52253,477405,10176,18118,168616,15292,29085,241287,10722,20155,165513,16560,23168,236118
Yangcheon,2017-02-01,20867,37980,333441,31928,52498,476714,10164,17984,168296,15328,29217,240989,10703,19996,165145,16600,23281,235725
Yangcheon,2017-03-01,20847,37697,332786,31759,52860,475949,10163,17865,168016,15244,29383,240671,10684,19832,164770,16515,23477,235278
Yangcheon,2017-04-01,20700,37546,332508,31696,53095,475545,10089,17783,167899,15234,29468,240473,10611,19763,164609,16462,23627,235072
Yangcheon,2017-05-01,20596,37329,331681,31572,53484,474662,10064,17670,167504,15182,29673,240093,10532,19659,164177,16390,23811,234569
Yangcheon,2017-06-01,20485,37168,331271,31529,53730,474183,10011,17609,167382,15151,29808,239961,10474,19559,163889,16378,23922,234222
Yangcheon,2017-07-01,20430,37054,330962,31481,53981,473908,9982,17539,167196,15117,29938,239772,10448,19515,163766,16364,24043,234136
Yangcheon,2017-08-01,20336,36959,330431,31470,54213,473409,9928,17491,166935,15104,30067,239525,10408,19468,163496,16366,24146,233884
Yangcheon,2017-09-01,20244,36863,329764,31367,54492,472730,9887,17427,166629,15068,30230,239241,10357,19436,163135,16299,24262,233489
Yangcheon,2017-10-01,20108,36805,329413,31327,54691,472344,9836,17413,166459,15038,30326,239072,10272,19392,162954,16289,24365,233272
Yangcheon,2017-11-01,19978,36684,328951,31268,54902,471783,9794,17354,166287,15030,30434,238899,10184,19330,162664,16238,24468,232884
Yangcheon,2017-12-01,19871,36490,328369,31288,55136,471154,9747,17267,166041,15030,30551,238636,10124,19223,162328,16258,24585,232518
Yangcheon,2018-01-01,19754,36234,327954,31314,55428,470684,9740,17181,165799,15029,30711,238460,10014,19053,162155,16285,24717,232224
Yangcheon,2018-02-01,19703,35855,327542,31488,55702,470290,9745,16980,165616,15089,30841,238271,9958,18875,161926,16399,24861,232019
Yangcheon,2018-03-01,19508,35612,326771,31370,55960,469221,9655,16882,165238,15064,30973,237812,9853,18730,161533,16306,24987,231409
Yangcheon,2018-04-01,19395,35337,326315,31303,56189,468539,9605,16769,164962,15044,31102,237482,9790,18568,161353,16259,25087,231057
Yangcheon,2018-05-01,19217,35157,325624,31236,56490,467724,9486,16672,164623,15026,31293,237100,9731,18485,161001,16210,25197,230624
Yangcheon,2018-06-01,19030,35026,325215,31247,56633,467151,9384,16617,164419,15040,31369,236829,9646,18409,160796,16207,25264,230322
Yangcheon,2018-07-01,18902,34843,324895,31258,56825,466723,9301,16517,164273,15073,31475,236639,9601,18326,160622,16185,25350,230084
Yangcheon,2018-08-01,18743,34685,324528,31288,57023,466267,9203,16460,164133,15101,31600,236497,9540,18225,160395,16187,25423,229770
Yangcheon,2018-09-01,18549,34546,324388,31300,57338,466121,9115,16411,164093,15105,31778,236502,9434,18135,160295,16195,25560,229619
Yangcheon,2018-10-01,18386,34434,323894,31297,57546,465557,9011,16352,163828,15113,31898,236202,9375,18082,160066,16184,25648,229355
Yangcheon,2018-11-01,18258,34314,323328,31291,57721,464912,8972,16315,163511,15081,31963,235842,9286,17999,159817,16210,25758,229070
Yangcheon,2018-12-01,18146,34099,322670,31329,57941,464185,8921,16226,163188,15130,32086,235551,9225,17873,159482,16199,25855,228634
Yangcheon,2019-01-01,18000,33842,322156,31406,58204,463608,8857,16121,162977,15171,32210,235336,9143,17721,159179,16235,25994,228272
Yangcheon,2019-02-01,17876,33510,321739,31520,58458,463103,8792,16006,162777,15201,32334,235110,9084,17504,158962,16319,26124,227993
Yangcheon,2019-03-01,17789,33177,321470,31350,58813,462599,8765,15831,162674,15131,32520,234921,9024,17346,158796,16219,26293,227678
Yangcheon,2019-04-01,17673,33032,321174,31229,59018,462126,8674,15789,162514,15080,32634,234691,8999,17243,158660,16149,26384,227435
Yangcheon,2019-05-01,17547,32827,320687,31142,59329,461532,8600,15714,162262,15011,32805,234392,8947,17113,158425,16131,26524,227140
Yangcheon,2019-06-01,17398,32669,320305,31066,59613,461051,8518,15648,162085,14967,32952,234170,8880,17021,158220,16099,26661,226881
Yangcheon,2019-07-01,17274,32530,319928,31079,59910,460721,8445,15566,161995,15000,33116,234122,8829,16964,157933,16079,26794,226599
Yangcheon,2019-08-01,17131,32413,319572,31123,60136,460375,8381,15515,161829,15030,33241,233996,8750,16898,157743,16093,26895,226379
Yangcheon,2019-09-01,17013,32283,319093,31092,60368,459849,8318,15438,161637,14995,33370,233758,8695,16845,157456,16097,26998,226091
Yangcheon,2019-10-01,16861,32133,318438,31127,60587,459146,8248,15354,161326,14995,33472,233395,8613,16779,157112,16132,27115,225751
Yangcheon,2019-11-01,16721,31992,318039,31096,60843,458691,8154,15280,161127,14996,33614,233171,8567,16712,156912,16100,27229,225520
Yangcheon,2019-12-01,16649,31821,317406,31142,61147,458165,8113,15208,160889,15008,33761,232979,8536,16613,156517,16134,27386,225186
Yangcheon,2020-01-01,16499,31634,316910,31252,61592,457887,8027,15122,160703,15049,33991,232892,8472,16512,156207,16203,27601,224995
Yangcheon,2020-02-01,16423,31417,316007,31525,61960,457332,7972,15006,160250,15205,34197,232630,8451,16411,155757,16320,27763,224702
Yangcheon,2020-03-01,16260,31347,314790,31320,62622,456339,7901,15000,159562,15056,34579,232098,8359,16347,155228,16264,28043,224241
Yangcheon,2020-04-01,16317,31297,315156,31333,63029,457132,7932,14988,159784,15082,34783,232569,8385,16309,155372,16251,28246,224563
Yangcheon,2020-05-01,16353,31264,315855,31328,63381,458181,7932,14984,160092,15116,34973,233097,8421,16280,155763,16212,28408,225084
Yangcheon,2020-06-01,16229,31192,315622,31223,63687,457953,7904,14957,160007,15057,35120,233045,8325,16235,155615,16166,28567,224908
Yangcheon,2020-07-01,16067,31204,315208,31101,63963,457543,7829,14966,159851,15014,35275,232935,8238,16238,155357,16087,28688,224608
Yangcheon,2020-08-01,15920,31193,314539,30990,64338,456980,7747,14983,159508,14992,35479,232709,8173,16210,155031,15998,28859,224271
Yangcheon,2020-09-01,15778,31159,313750,30880,64673,456240,7687,14928,159129,14952,35655,232351,8091,16231,154621,15928,29018,223889
Yangcheon,2020-10-01,15641,31188,313037,30780,65003,455649,7587,14903,158812,14933,35813,232048,8054,16285,154225,15847,29190,223601
Yangcheon,2020-11-01,15506,31201,312388,30658,65305,455058,7529,14911,158552,14872,35977,231841,7977,16290,153836,15786,29328,223217
Yangcheon,2020-12-01,15342,31067,311667,30634,65541,454251,7421,14813,158230,14844,36119,231427,7921,16254,153437,15790,29422,222824
Yangcheon,2021-01-01,15189,31005,310883,30394,65911,453382,7359,14749,157822,14716,36319,230965,7830,16256,153061,15678,29592,222417
Yangcheon,2021-02-01,15206,30954,311244,30608,66258,454270,7350,14734,158055,14835,36507,231481,7856,16220,153189,15773,29751,222789
Yangcheon,2021-03-01,15070,30852,310187,30490,66078,452677,7312,14701,157527,14771,36356,230667,7758,16151,152660,15719,29722,222010
Yangcheon,2021-04-01,14939,30815,309631,30355,66372,452112,7245,14689,157259,14703,36508,230404,7694,16126,152372,15652,29864,221708
Yangcheon,2021-05-01,14778,30746,309161,30255,66601,451541,7158,14668,157000,14668,36616,230110,7620,16078,152161,15587,29985,221431
Yangcheon,2021-06-01,14611,30711,308637,30241,66792,450992,7083,14654,156744,14658,36713,229852,7528,16057,151893,15583,30079,221140
Yangcheon,2021-07-01,14480,30642,308147,30133,67029,450431,7038,14636,156471,14590,36881,229616,7442,16006,151676,15543,30148,220815
Yangcheon,2021-08-01,14311,30598,307261,30056,67377,449603,6946,14615,156015,14529,37077,229182,7365,15983,151246,15527,30300,220421
Yangcheon,2021-09-01,14148,30585,306579,29966,67732,449010,6854,14627,155659,14507,37288,228935,7294,15958,150920,15459,30444,220075
Yangcheon,2021-10-01,14032,30652,306071,29831,68048,448634,6802,14647,155459,14439,37425,228772,7230,16005,150612,15392,30623,219862
Yangcheon,2021-11-01,13899,30649,305487,29744,68282,448061,6730,14612,155179,14402,37532,228455,7169,16037,150308,15342,30750,219606
Yangcheon,2021-12-01,13760,30665,304709,29685,68483,447302,6652,14602,154767,14399,37668,228088,7108,16063,149942,15286,30815,219214
Yangcheon,2022-01-01,13597,30615,304209,29563,68911,446895,6567,14560,154490,14368,37887,227872,7030,16055,149719,15195,31024,219023
Yangcheon,2022-02-01,13484,30459,303660,29592,69283,446478,6482,14511,154236,14381,38082,227692,7002,15948,149424,15211,31201,218786
Yangcheon,2022-03-01,13418,30336,303119,29524,69785,446182,6444,14469,153994,14355,38366,227628,6974,15867,149125,15169,31419,218554
Yangcheon,2022-04-01,13304,30250,302684,29425,69999,445662,6387,14435,153737,14304,38501,227364,6917,15815,148947,15121,31498,218298
Yangcheon,2022-05-01,13196,30097,302054,29315,70263,444925,6321,14348,153436,14258,38642,227005,6875,15749,148618,15057,31621,217920
Yangcheon,2022-06-01,13049,30035,301740,29255,70469,444548,6267,14321,153266,14241,38749,226844,6782,15714,148474,15014,31720,217704
Yangcheon,2022-07-01,12941,30015,301385,29176,70696,444213,6186,14308,153121,14223,38900,226738,6755,15707,148264,14953,31796,217475
Yangcheon,2022-08-01,12854,29961,300689,29141,71202,443847,6153,14280,152761,14197,39188,226579,6701,15681,147928,14944,32014,217268
Yangcheon,2022-09-01,12733,29924,299275,29046,71167,442145,6108,14280,152074,14126,39198,225786,6625,15644,147201,14920,31969,216359
Yangcheon,2022-10-01,12609,29900,298734,28931,71575,441749,6042,14245,151821,14096,39412,225616,6567,15655,146913,14835,32163,216133
Yangcheon,2022-11-01,12540,29868,298421,28804,71917,441550,6010,14229,151590,14011,39640,225480,6530,15639,146831,14793,32277,216070
Yangcheon,2022-12-01,12409,29830,297679,28728,72235,440881,5943,14208,151231,13992,39825,225199,6466,15622,146448,14736,32410,215682
Yangcheon,2023-01-01,12307,29714,297366,28654,72590,440631,5891,14132,151081,13959,40011,225074,6416,15582,146285,14695,32579,215557
Yangcheon,2023-02-01,12227,29529,296627,28723,72936,440042,5857,14077,150749,13976,40188,224847,6370,15452,145878,14747,32748,215195
Yangcheon,2023-03-01,12089,29434,295825,28548,73323,439219,5808,14035,150337,13902,40434,224516,6281,15399,145488,14646,32889,214703
Yangcheon,2023-04-01,11985,29357,295475,28405,73626,438848,5774,14012,150177,13831,40599,224393,6211,15345,145298,14574,33027,214455
Yangcheon,2023-05-01,11933,29326,295130,28284,73968,438641,5743,14016,149967,13774,40810,224310,6190,15310,145163,14510,33158,214331
Yangcheon,2023-06-01,11856,29337,294780,28193,74187,438353,5714,14010,149786,13730,40940,224180,6142,15327,144994,14463,33247,214173
Yangcheon,2023-07-01,11773,29353,294394,28127,74478,438125,5686,14032,149634,13681,41100,224133,6087,15321,144760,14446,33378,213992
Yangcheon,2023-08-01,11714,29308,293719,28073,74851,437665,5634,14009,149260,13675,41285,223863,6080,15299,144459,14398,33566,213802
Yangcheon,2023-09-01,11625,29336,293299,27913,75228,437401,5591,14023,149079,13585,41475,223753,6034,15313,144220,14328,33753,213648
Yangcheon,2023-10-01,11577,29342,292876,27818,75586,437199,5570,14029,148922,13542,41654,223717,6007,15313,143954,14276,33932,213482
Yangcheon,2023-11-01,11479,29364,292097,27672,75863,436475,5523,14044,148512,13460,41844,223383,5956,15320,143585,14212,34019,213092
Yangcheon,2023-12-01,11425,29325,291500,27652,76126,436028,5495,14031,148236,13445,41986,223193,5930,15294,143264,14207,34140,212835
Yangcheon,2024-01-01,11348,29334,290871,27533,76462,435548,5442,14050,147941,13393,42175,223001,5906,15284,142930,14140,34287,212547
Yangcheon,2024-02-01,11310,29169,290307,27686,76806,435278,5404,13963,147670,13480,42369,222886,5906,15206,142637,14206,34437,212392
Yangcheon,2024-03-01,11205,29066,289538,27517,77202,434528,5347,13906,147284,13408,42568,222513,5858,15160,142254,14109,34634,212015
Yangcheon,2024-04-01,11115,29078,288964,27314,77504,433975,5311,13913,147023,13346,42748,222341,5804,15165,141941,13968,34756,211634
Yangcheon,2024-05-01,11033,29003,288439,27213,77906,433594,5272,13867,146783,13298,42975,222195,5761,15136,141656,13915,34931,211399
Yangcheon,2024-06-01,10963,29024,288047,27096,78177,433307,5275,13864,146559,13238,43117,222053,5688,15160,141488,13858,35060,211254
Yangcheon,2024-07-01,10921,29072,287523,27004,78455,432975,5236,13902,146315,13192,43228,221873,5685,15170,141208,13812,35227,211102
Yangcheon,2024-08-01,10866,29072,286990,26987,78825,432740,5215,13918,146023,13178,43426,221760,5651,15154,140967,13809,35399,210980
Yangcheon,2024-09-01,10860,29097,286483,26926,79157,432523,5210,13913,145778,13142,43606,221649,5650,15184,140705,13784,35551,210874
Yangcheon,2024-10-01,10792,29137,285928,26851,79461,432169,5186,13927,145421,13095,43778,221407,5606,15210,140507,13756,35683,210762
Yangcheon,2024-11-01,10763,29124,285197,26762,79777,431623,5166,13914,144984,13058,43954,221076,5597,15210,140213,13704,35823,210547
Yangcheon,2024-12-01,10706,29080,284292,26724,80174,430976,5138,13921,144514,13055,44149,220777,5568,15159,139778,13669,36025,210199
Yangcheon,2025-01-01,10678,29054,283650,26616,80620,430618,5138,13885,144242,13015,44380,220660,5540,15169,139408,13601,36240,209958
Yangcheon,2025-02-01,10627,28933,282793,26694,81000,430047,5133,13839,143800,13048,44570,220390,5494,15094,138993,13646,36430,209657
Yangcheon,2025-03-01,10549,28910,282021,26482,81506,429468,5093,13861,143469,12945,44850,220218,5456,15049,138552,13537,36656,209250
Yangcheon,2025-04-01,10469,28910,281369,26325,81862,428935,5063,13845,143161,12878,45052,219999,5406,15065,138208,13447,36810,208936
Yangcheon,2025-05-01,10453,28949,280919,26107,82126,428554,5080,13879,142931,12738,45178,219806,5373,15070,137988,13369,36948,208748
Yangcheon,2025-06-01,10458,28992,280175,25987,82433,428045,5089,13904,142569,12665,45350,219577,5369,15088,137606,13322,37083,208468
Yangcheon,2025-07-01,10443,28980,279350,25889,82717,427379,5101,13922,142131,12616,45496,219266,5342,15058,137219,13273,37221,208113
Yangcheon,2025-08-01,10417,29019,278686,25763,83107,426992,5106,13946,141776,12553,45705,219086,5311,15073,136910,13210,37402,207906
Yangcheon,2025-09-01,10432,29095,278025,25597,83438,426587,5119,13981,141449,12475,45885,218909,5313,15114,136576,13122,37553,207678
Yangcheon,2025-10-01,10385,29163,277426,25481,83787,426242,5107,14038,141152,12395,46098,218790,5278,15125,136274,13086,37689,207452
Yangcheon,2025-11-01,10356,29203,276777,25358,84107,425801,5084,14049,140823,12331,46275,218562,5272,15154,135954,13027,37832,207239
Yangcheon,2025-12-01,10348,29195,275939,25255,84351,425088,5075,14035,140425,12265,46423,218223,5273,15160,135514,12990,37928,206865
Yeongdeungpo,2008-01-01,23907,27237,291223,30016,35696,408079,11416,12667,143395,14411,20229,202118,12491,14570,147828,15605,15467,205961
Yeongdeungpo,2008-02-01,23852,27214,291442,29775,35960,408243,11368,12638,143492,14305,20348,202151,12484,14576,147950,15470,15612,206092
Yeongdeungpo,2008-03-01,23790,27266,291136,29711,36177,408080,11316,12670,143314,14294,20477,202071,12474,14596,147822,15417,15700,206009
Yeongdeungpo,2008-04-01,23766,27352,291097,29626,36345,408186,11338,12724,143313,14241,20552,202168,12428,14628,147784,15385,15793,206018
Yeongdeungpo,2008-05-01,23717,27385,291150,29518,36469,408239,11285,12757,143387,14219,20623,202271,12432,14628,147763,15299,15846,205968
Yeongdeungpo,2008-06-01,23773,27429,291023,29381,36613,408219,11346,12784,143373,14164,20693,202360,12427,14645,147650,15217,15920,205859
Yeongdeungpo,2008-07-01,23727,27411,291398,29366,36758,408660,11319,12793,143515,14173,20762,202562,12408,14618,147883,15193,15996,206098
Yeongdeungpo,2008-08-01,23705,27417,291654,29205,36870,408851,11336,12813,143634,14114,20813,202710,12369,14604,148020,15091,16057,206141
Yeongdeungpo,2008-09-01,23648,27447,291537,29064,37099,408795,11323,12842,143497,14028,20937,202627,12325,14605,148040,15036,16162,206168
Yeongdeungpo,2008-10-01,23663,27456,291463,28815,37207,408604,11326,12849,143419,13910,21009,202513,12337,14607,148044,14905,16198,206091
Yeongdeungpo,2008-11-01,23607,27435,291157,28664,37355,408218,11333,12846,143273,13819,21091,202362,12274,14589,147884,14845,16264,205856
Yeongdeungpo,2008-12-01,23666,27449,290987,28398,37599,408099,11361,12830,143213,13717,21246,202367,12305,14619,147774,14681,16353,205732
Yeongdeungpo,2009-01-01,23578,27479,290878,28246,37924,408105,11315,12859,143196,13630,21414,202414,12263,14620,147682,14616,16510,205691
Yeongdeungpo,2009-02-01,23490,27365,291106,27980,38095,408036,11296,12814,143305,13505,21499,202419,12194,14551,147801,14475,16596,205617
Yeongdeungpo,2009-03-01,23425,27497,291259,27885,38235,408301,11295,12874,143313,13451,21583,202516,12130,14623,147946,14434,16652,205785
Yeongdeungpo,2009-04-01,23306,27440,290964,27832,38459,408001,11246,12852,143178,13439,21724,202439,12060,14588,147786,14393,16735,205562
Yeongdeungpo,2009-05-01,23238,27495,290864,27720,38594,407911,11228,12874,143066,13381,21772,202321,12010,14621,147798,14339,16822,205590
Yeongdeungpo,2009-06-01,23202,27446,290759,27606,38675,407688,11199,12843,143036,13339,21813,202230,12003,14603,147723,14267,16862,205458
Yeongdeungpo,2009-07-01,23142,27339,290590,27489,38757,407317,11169,12793,142996,13268,21845,202071,11973,14546,147594,14221,16912,205246
Yeongdeungpo,2009-08-01,23035,27264,290364,27332,38888,406883,11103,12771,142904,13195,21897,201870,11932,14493,147460,14137,16991,205013
Yeongdeungpo,2009-09-01,22908,27289,290038,27245,39070,406550,11061,12791,142698,13141,21991,201682,11847,14498,147340,14104,17079,204868
Yeongdeungpo,2009-10-01,22873,27264,289973,27127,39228,406465,11069,12764,142695,13096,22072,201696,11804,14500,147278,14031,17156,204769
Yeongdeungpo,2009-11-01,22763,27247,289834,27018,39287,406149,11018,12753,142713,13043,22098,201625,11745,14494,147121,13975,17189,204524
Yeongdeungpo,2009-12-01,22743,27190,289588,26865,39412,405798,11015,12711,142552,13003,22168,201449,11728,14479,147036,13862,17244,204349
Yeongdeungpo,2010-01-01,22597,27095,289592,26763,39578,405625,10927,12682,142522,12968,22246,201345,11670,14413,147070,13795,17332,204280
Yeongdeungpo,2010-02-01,22534,26986,289613,26530,39686,405349,10890,12633,142603,12865,22282,201273,11644,14353,147010,13665,17404,204076
Yeongdeungpo,2010-03-01,22351,27057,289248,26392,39866,404914,10814,12658,142423,12769,22358,201022,11537,14399,146825,13623,17508,203892
Yeongdeungpo,2010-04-01,22281,26946,288746,26256,39996,404225,10783,12601,142186,12697,22419,200686,11498,14345,146560,13559,17577,203539
Yeongdeungpo,2010-05-01,22219,26930,288579,26162,40150,404040,10734,12632,142052,12638,22483,200539,11485,14298,146527,13524,17667,203501
Yeongdeungpo,2010-06-01,22193,26851,288313,26034,40195,403586,10730,12601,141880,12585,22504,200300,11463,14250,146433,13449,17691,203286
Yeongdeungpo,2010-07-01,22082,26748,287906,25879,40355,402970,10684,12537,141726,12499,22572,200018,11398,14211,146180,13380,17783,202952
